Row,Entity,Position X,Position Y,id,length(M),width(M),"type(B=3,D=1,T=2)",parking_type,parking_side
B-101-02,Tracker,342657.1997,3312454.11,10,45,3.92,2,,
,Gap,342659.1587,3312453.77,0,0.64,-1,0,,
B-101-03,Tracker,342657.1997,3312408.352,0,45,3.92,2,,
B-101-03,Bridge,342659.1587,3312408.012,1,0.64,0.6,3,,
B-101-03,Tracker,342657.1997,3312362.594,2,45,3.92,2,,
B-101-03,Bridge,342659.1587,3312362.254,3,0.64,0.6,3,,
B-101-03,Tracker,342657.1997,3312316.836,4,45,3.92,2,,
B-101-03,Dock,342657.1464,3312316.396,5,1.05,0.9,0,Central,South
B-101-03,Tracker,342657.1997,3312285.893,6,30,3.92,2,,
B-101-03,Bridge,342659.1587,3312285.553,7,0.82,0.6,3,,
B-101-03,Tracker,342657.1997,3312255.135,8,30,3.92,2,,
B-102-01,Tracker,342667.9997,3312906.14,0,45,3.92,2,,
B-102-01,Bridge,342669.9587,3312905.8,1,0.64,0.6,3,,
B-102-01,Tracker,342667.9997,3312860.382,2,45,3.92,2,,
B-102-01,Dock,342667.9464,3312859.957,3,1.05,0.9,0,Central,South
B-102-01,Tracker,342667.9997,3312814.424,4,45,3.92,2,,
B-102-01,Bridge,342669.9587,3312814.084,5,0.64,0.6,3,,
B-102-01,Tracker,342667.9997,3312768.666,6,45,3.92,2,,
B-102-01,Bridge,342669.9587,3312768.326,7,0.64,0.6,3,,
B-102-01,Tracker,342667.9997,3312722.908,8,45,3.92,2,,
,Gap,342669.9587,3312722.568,0,0.64,-1,0,,
B-102-02,Tracker,342667.9997,3312677.15,0,45,3.92,2,,
B-102-02,Bridge,342669.9587,3312676.81,1,0.64,0.6,3,,
B-102-02,Tracker,342667.9997,3312631.392,2,45,3.92,2,,
B-102-02,Bridge,342669.9587,3312631.052,3,0.64,0.6,3,,
B-102-02,Tracker,342667.9997,3312585.634,4,45,3.92,2,,
B-102-02,Dock,342667.9464,3312585.209,5,0.75,0.9,0,Central,South
B-102-02,Tracker,342667.9997,3312539.676,6,45,3.92,2,,
B-102-02,Bridge,342669.9587,3312539.336,7,0.64,0.6,3,,
B-102-02,Tracker,342667.9997,3312493.918,8,45,3.92,2,,
B-102-02,Bridge,342669.9587,3312493.578,9,0.64,0.6,3,,
B-102-02,Tracker,342667.9997,3312448.16,10,45,3.92,2,,
,Gap,342669.9587,3312447.82,0,0.64,-1,0,,
B-102-03,Tracker,342667.9997,3312402.402,0,45,3.92,2,,
B-102-03,Dock,342667.9464,3312401.977,1,0.75,0.9,0,Central,South
B-102-03,Tracker,342667.9997,3312356.444,2,45,3.92,2,,
B-102-03,Bridge,342669.9587,3312356.104,3,0.82,0.6,3,,
B-102-03,Tracker,342667.9997,3312325.701,4,30,3.92,2,,
B-102-03,Bridge,342669.9587,3312325.361,5,0.82,0.6,3,,
B-102-03,Tracker,342667.9997,3312294.943,6,30,3.92,2,,
B-103-01,Tracker,342678.7997,3312900.19,0,45,3.92,2,,
B-103-01,Bridge,342680.7587,3312899.85,1,0.64,0.6,3,,
B-103-01,Tracker,342678.7997,3312854.432,2,45,3.92,2,,
B-103-01,Dock,342678.7464,3312854.007,3,1.05,0.9,0,Central,South
B-103-01,Tracker,342678.7997,3312808.474,4,45,3.92,2,,
B-103-01,Bridge,342680.7587,3312808.134,5,0.64,0.6,3,,
B-103-01,Tracker,342678.7997,3312762.716,6,45,3.92,2,,
B-103-01,Bridge,342680.7587,3312762.376,7,0.64,0.6,3,,
B-103-01,Tracker,342678.7997,3312716.958,8,45,3.92,2,,
,Gap,342680.7587,3312716.618,0,0.64,-1,0,,
B-103-02,Tracker,342678.7997,3312671.2,0,45,3.92,2,,
B-103-02,Bridge,342680.7587,3312670.86,1,0.64,0.6,3,,
B-103-02,Tracker,342678.7997,3312625.442,2,45,3.92,2,,
B-103-02,Bridge,342680.7587,3312625.102,3,0.82,0.6,3,,
B-103-02,Tracker,342678.7997,3312579.684,4,45,3.92,2,,
B-103-02,Dock,342678.7464,3312579.259,5,1.05,0.9,0,Central,South
B-103-02,Tracker,342678.7997,3312533.726,6,45,3.92,2,,
B-103-02,Bridge,342680.7587,3312533.386,7,0.64,0.6,3,,
B-103-02,Tracker,342678.7997,3312487.968,8,45,3.92,2,,
B-103-02,Bridge,342680.7587,3312487.628,9,0.82,0.6,3,,
B-103-02,Tracker,342678.7997,3312442.21,10,45,3.92,2,,
,Gap,342680.7587,3312441.87,0,0.82,-1,0,,
B-103-03,Tracker,342678.7997,3312396.452,0,45,3.92,2,,
B-103-03,Dock,342678.7464,3312396.027,1,1.05,0.9,0,Central,South
B-103-03,Tracker,342678.7997,3312350.494,2,45,3.92,2,,
B-103-03,Bridge,342680.7587,3312350.154,3,0.64,0.6,3,,
B-103-03,Tracker,342678.7997,3312319.751,4,30,3.92,2,,
B-103-03,Bridge,342680.7587,3312319.411,5,0.82,0.6,3,,
B-103-03,Tracker,342678.7997,3312288.993,6,30,3.92,2,,
B-104-01,Tracker,342689.5997,3312894.24,0,45,3.92,2,,
B-104-01,Bridge,342691.5587,3312893.9,1,0.64,0.6,3,,
B-104-01,Tracker,342689.5997,3312848.482,2,45,3.92,2,,
B-104-01,Dock,342689.5464,3312848.057,3,1.05,0.9,0,Central,South
B-104-01,Tracker,342689.5997,3312802.524,4,45,3.92,2,,
B-104-01,Bridge,342691.5587,3312802.184,5,0.64,0.6,3,,
B-104-01,Tracker,342689.5997,3312756.766,6,45,3.92,2,,
B-104-01,Bridge,342691.5587,3312756.426,7,0.64,0.6,3,,
B-104-01,Tracker,342689.5997,3312711.008,8,45,3.92,2,,
,Gap,342691.5587,3312710.668,0,0.82,-1,0,,
B-104-02,Tracker,342689.5997,3312665.25,0,45,3.92,2,,
B-104-02,Bridge,342691.5587,3312664.91,1,0.64,0.6,3,,
B-104-02,Tracker,342689.5997,3312619.492,2,45,3.92,2,,
B-104-02,Bridge,342691.5587,3312619.152,3,0.64,0.6,3,,
B-104-02,Tracker,342689.5997,3312573.734,4,45,3.92,2,,
B-104-02,Dock,342689.5464,3312573.309,5,1.05,0.9,0,Central,South
B-104-02,Tracker,342689.5997,3312527.776,6,45,3.92,2,,
B-104-02,Bridge,342691.5587,3312527.436,7,0.64,0.6,3,,
B-104-02,Tracker,342689.5997,3312482.018,8,45,3.92,2,,
B-104-02,Bridge,342691.5587,3312481.678,9,0.64,0.6,3,,
B-104-02,Tracker,342689.5997,3312436.26,10,45,3.92,2,,
,Gap,342691.5587,3312435.92,0,0.64,-1,0,,
B-104-03,Tracker,342689.5997,3312390.502,0,45,3.92,2,,
B-104-03,Dock,342689.5464,3312390.077,1,1.05,0.9,0,Central,South
B-104-03,Tracker,342689.5997,3312344.544,2,45,3.92,2,,
B-104-03,Bridge,342691.5587,3312344.204,3,0.64,0.6,3,,
B-104-03,Tracker,342689.5997,3312313.801,4,30,3.92,2,,
B-105-01,Tracker,342700.3997,3312888.29,0,45,3.92,2,,
B-105-01,Bridge,342702.3587,3312887.95,1,0.64,0.6,3,,
B-105-01,Tracker,342700.3997,3312842.532,2,45,3.92,2,,
B-105-01,Dock,342700.3464,3312842.107,3,1.05,0.9,0,Central,South
B-105-01,Tracker,342700.3997,3312796.574,4,45,3.92,2,,
B-105-01,Bridge,342702.3587,3312796.234,5,0.64,0.6,3,,
B-105-01,Tracker,342700.3997,3312750.816,6,45,3.92,2,,
B-105-01,Bridge,342702.3587,3312750.476,7,0.64,0.6,3,,
B-105-01,Tracker,342700.3997,3312705.058,8,45,3.92,2,,
,Gap,342702.3587,3312704.718,0,0.64,-1,0,,
B-105-02,Tracker,342700.3997,3312659.3,0,45,3.92,2,,
B-105-02,Bridge,342702.3587,3312658.96,1,0.82,0.6,3,,
B-105-02,Tracker,342700.3997,3312613.542,2,45,3.92,2,,
B-105-02,Bridge,342702.3587,3312613.202,3,0.64,0.6,3,,
B-105-02,Tracker,342700.3997,3312567.784,4,45,3.92,2,,
B-105-02,Dock,342700.3464,3312567.359,5,1.05,0.9,0,Central,South
B-105-02,Tracker,342700.3997,3312521.826,6,45,3.92,2,,
B-105-02,Bridge,342702.3587,3312521.486,7,0.64,0.6,3,,
B-105-02,Tracker,342700.3997,3312476.068,8,45,3.92,2,,
B-105-02,Bridge,342702.3587,3312475.728,9,0.64,0.6,3,,
B-105-02,Tracker,342700.3997,3312430.31,10,45,3.92,2,,
B-105-02,Bridge,342702.3587,3312429.97,11,0.64,0.6,3,,
B-105-02,Tracker,342700.3997,3312384.552,12,45,3.92,2,,
B-105-02,Bridge,342702.3587,3312384.212,13,0.64,0.6,3,,
B-105-02,Tracker,342700.3997,3312353.809,14,30,3.92,2,,
B-105-02,Bridge,342702.3587,3312353.469,15,0.64,0.6,3,,
B-105-02,Tracker,342700.3997,3312323.051,16,30,3.92,2,,
B-106-01,Tracker,342711.1997,3312882.34,0,45,3.92,2,,
B-106-01,Bridge,342713.1587,3312882,1,0.64,0.6,3,,
B-106-01,Tracker,342711.1997,3312836.582,2,45,3.92,2,,
B-106-01,Dock,342711.1464,3312836.157,3,1.05,0.9,0,Central,South
B-106-01,Tracker,342711.1997,3312790.624,4,45,3.92,2,,
B-106-01,Bridge,342713.1587,3312790.284,5,0.82,0.6,3,,
B-106-01,Tracker,342711.1997,3312744.866,6,45,3.92,2,,
B-106-01,Bridge,342713.1587,3312744.526,7,0.64,0.6,3,,
B-106-01,Tracker,342711.1997,3312699.108,8,45,3.92,2,,
,Gap,342713.1587,3312698.768,0,0.64,-1,0,,
B-106-02,Tracker,342711.1997,3312653.35,0,45,3.92,2,,
B-106-02,Bridge,342713.1587,3312653.01,1,0.64,0.6,3,,
B-106-02,Tracker,342711.1997,3312607.592,2,45,3.92,2,,
B-106-02,Bridge,342713.1587,3312607.252,3,0.64,0.6,3,,
B-106-02,Tracker,342711.1997,3312561.834,4,45,3.92,2,,
B-106-02,Dock,342711.1464,3312561.409,5,1.05,0.9,0,Central,South
B-106-02,Tracker,342711.1997,3312515.876,6,45,3.92,2,,
,Gap,342713.1587,3312515.536,0,0.64,-1,0,,
B-106-03,Tracker,342711.1997,3312470.118,0,45,3.92,2,,
B-106-03,Bridge,342713.1587,3312469.778,1,0.64,0.6,3,,
B-106-03,Tracker,342711.1997,3312424.36,2,45,3.92,2,,
B-106-03,Dock,342711.1464,3312423.92,3,1.05,0.9,0,Central,South
B-106-03,Tracker,342711.1997,3312393.417,4,30,3.92,2,,
B-106-03,Bridge,342713.1587,3312393.077,5,0.64,0.6,3,,
B-106-03,Tracker,342711.1997,3312362.659,6,30,3.92,2,,
B-106-03,Bridge,342713.1587,3312362.319,7,0.64,0.6,3,,
B-106-03,Tracker,342711.1997,3312331.901,8,30,3.92,2,,
B-107-01,Tracker,342721.9997,3312876.39,0,45,3.92,2,,
B-107-01,Bridge,342723.9587,3312876.05,1,0.64,0.6,3,,
B-107-01,Tracker,342721.9997,3312830.632,2,45,3.92,2,,
B-107-01,Dock,342721.9464,3312830.207,3,0.75,0.9,0,Central,South
B-107-01,Tracker,342721.9997,3312784.674,4,45,3.92,2,,
B-107-01,Bridge,342723.9587,3312784.334,5,0.64,0.6,3,,
B-107-01,Tracker,342721.9997,3312738.916,6,45,3.92,2,,
B-107-01,Bridge,342723.9587,3312738.576,7,0.64,0.6,3,,
B-107-01,Tracker,342721.9997,3312693.158,8,45,3.92,2,,
,Gap,342723.9587,3312692.818,0,0.64,-1,0,,
B-107-02,Tracker,342721.9997,3312647.4,0,45,3.92,2,,
B-107-02,Bridge,342723.9587,3312647.06,1,0.64,0.6,3,,
B-107-02,Tracker,342721.9997,3312601.642,2,45,3.92,2,,
B-107-02,Bridge,342723.9587,3312601.302,3,0.64,0.6,3,,
B-107-02,Tracker,342721.9997,3312555.884,4,45,3.92,2,,
B-107-02,Dock,342721.9464,3312555.459,5,1.05,0.9,0,Central,South
B-107-02,Tracker,342721.9997,3312509.926,6,45,3.92,2,,
,Gap,342723.9587,3312509.586,0,0.64,-1,0,,
B-107-03,Tracker,342721.9997,3312464.168,0,45,3.92,2,,
B-107-03,Bridge,342723.9587,3312463.828,1,0.64,0.6,3,,
B-107-03,Tracker,342721.9997,3312418.41,2,45,3.92,2,,
B-107-03,Dock,342721.9464,3312417.97,3,1.05,0.9,0,Central,South
B-107-03,Tracker,342721.9997,3312387.467,4,30,3.92,2,,
B-107-03,Bridge,342723.9587,3312387.127,5,0.82,0.6,3,,
B-107-03,Tracker,342721.9997,3312356.709,6,30,3.92,2,,
B-108-01,Tracker,342732.7997,3312870.44,0,45,3.92,2,,
B-108-01,Bridge,342734.7587,3312870.1,1,0.64,0.6,3,,
B-108-01,Tracker,342732.7997,3312824.682,2,45,3.92,2,,
B-108-01,Dock,342732.7464,3312824.257,3,1.05,0.9,0,Central,South
B-108-01,Tracker,342732.7997,3312778.724,4,45,3.92,2,,
B-108-01,Bridge,342734.7587,3312778.384,5,0.64,0.6,3,,
B-108-01,Tracker,342732.7997,3312732.966,6,45,3.92,2,,
B-108-01,Bridge,342734.7587,3312732.626,7,0.64,0.6,3,,
B-108-01,Tracker,342732.7997,3312687.208,8,45,3.92,2,,
,Gap,342734.7587,3312686.868,0,0.64,-1,0,,
B-108-02,Tracker,342732.7997,3312641.45,0,45,3.92,2,,
B-108-02,Bridge,342734.7587,3312641.11,1,0.64,0.6,3,,
B-108-02,Tracker,342732.7997,3312595.692,2,45,3.92,2,,
B-108-02,Bridge,342734.7587,3312595.352,3,0.64,0.6,3,,
B-108-02,Tracker,342732.7997,3312549.934,4,45,3.92,2,,
B-108-02,Dock,342732.7464,3312549.509,5,0.75,0.9,0,Central,South
B-108-02,Tracker,342732.7997,3312503.976,6,45,3.92,2,,
,Gap,342734.7587,3312503.636,0,0.64,-1,0,,
B-108-03,Tracker,342732.7997,3312458.218,0,45,3.92,2,,
B-108-03,Dock,342732.7464,3312457.778,1,1.05,0.9,0,Central,South
B-108-03,Tracker,342732.7997,3312427.275,2,30,3.92,2,,
B-108-03,Bridge,342734.7587,3312426.935,3,0.82,0.6,3,,
B-108-03,Tracker,342732.7997,3312396.517,4,30,3.92,2,,
B-108-03,Bridge,342734.7587,3312396.177,5,0.64,0.6,3,,
B-108-03,Tracker,342732.7997,3312365.759,6,30,3.92,2,,
B-109-01,Tracker,342743.5997,3312864.49,0,45,3.92,2,,
B-109-01,Bridge,342745.5587,3312864.15,1,0.64,0.6,3,,
B-109-01,Tracker,342743.5997,3312818.732,2,45,3.92,2,,
B-109-01,Dock,342743.5464,3312818.307,3,1.05,0.9,0,Central,South
B-109-01,Tracker,342743.5997,3312772.774,4,45,3.92,2,,
B-109-01,Bridge,342745.5587,3312772.434,5,0.64,0.6,3,,
B-109-01,Tracker,342743.5997,3312727.016,6,45,3.92,2,,
B-109-01,Bridge,342745.5587,3312726.676,7,0.64,0.6,3,,
B-109-01,Tracker,342743.5997,3312681.258,8,45,3.92,2,,
,Gap,342745.5587,3312680.918,0,0.64,-1,0,,
B-109-02,Tracker,342743.5997,3312635.5,0,45,3.92,2,,
B-109-02,Bridge,342745.5587,3312635.16,1,0.82,0.6,3,,
B-109-02,Tracker,342743.5997,3312589.742,2,45,3.92,2,,
B-109-02,Bridge,342745.5587,3312589.402,3,0.64,0.6,3,,
B-109-02,Tracker,342743.5997,3312543.984,4,45,3.92,2,,
B-109-02,Dock,342743.5464,3312543.559,5,1.05,0.9,0,Central,South
B-109-02,Tracker,342743.5997,3312498.026,6,45,3.92,2,,
B-109-02,Bridge,342745.5587,3312497.686,7,0.64,0.6,3,,
B-109-02,Tracker,342743.5997,3312467.283,8,30,3.92,2,,
B-109-02,Bridge,342745.5587,3312466.943,9,0.82,0.6,3,,
B-109-02,Tracker,342743.5997,3312436.525,10,30,3.92,2,,
B-109-02,Bridge,342745.5587,3312436.185,11,0.82,0.6,3,,
B-109-02,Tracker,342743.5997,3312405.767,12,30,3.92,2,,
B-110-01,Tracker,342754.3997,3312858.54,0,45,3.92,2,,
B-110-01,Bridge,342756.3587,3312858.2,1,0.64,0.6,3,,
B-110-01,Tracker,342754.3997,3312812.782,2,45,3.92,2,,
B-110-01,Dock,342754.3464,3312812.357,3,0.75,0.9,0,Central,South
B-110-01,Tracker,342754.3997,3312766.824,4,45,3.92,2,,
B-110-01,Bridge,342756.3587,3312766.484,5,0.64,0.6,3,,
B-110-01,Tracker,342754.3997,3312721.066,6,45,3.92,2,,
B-110-01,Bridge,342756.3587,3312720.726,7,0.64,0.6,3,,
B-110-01,Tracker,342754.3997,3312675.308,8,45,3.92,2,,
,Gap,342756.3587,3312674.968,0,0.64,-1,0,,
B-110-02,Tracker,342754.3997,3312629.55,0,45,3.92,2,,
B-110-02,Bridge,342756.3587,3312629.21,1,0.64,0.6,3,,
B-110-02,Tracker,342754.3997,3312583.792,2,45,3.92,2,,
B-110-02,Bridge,342756.3587,3312583.452,3,0.64,0.6,3,,
B-110-02,Tracker,342754.3997,3312538.034,4,45,3.92,2,,
B-110-02,Dock,342754.3464,3312537.609,5,1.05,0.9,0,Central,South
B-110-02,Tracker,342754.3997,3312492.076,6,45,3.92,2,,
B-110-02,Bridge,342756.2837,3312491.666,7,0.82,0.6,3,,
B-110-02,Tracker,342754.3997,3312461.333,8,30,3.92,2,,
B-110-02,Bridge,342756.3587,3312460.993,9,0.82,0.6,3,,
B-110-02,Tracker,342754.3997,3312430.575,10,30,3.92,2,,
B-111-01,Tracker,342765.1997,3312852.589,0,45,3.92,2,,
B-111-01,Bridge,342767.1587,3312852.249,1,0.64,0.6,3,,
B-111-01,Tracker,342765.1997,3312806.831,2,45,3.92,2,,
B-111-01,Dock,342765.1464,3312806.406,3,0.75,0.9,0,Central,South
B-111-01,Tracker,342765.1997,3312760.873,4,45,3.92,2,,
B-111-01,Bridge,342767.1587,3312760.533,5,0.64,0.6,3,,
B-111-01,Tracker,342765.1997,3312715.115,6,45,3.92,2,,
B-111-01,Bridge,342767.1587,3312714.775,7,0.64,0.6,3,,
B-111-01,Tracker,342765.1997,3312669.357,8,45,3.92,2,,
,Gap,342767.1587,3312669.017,0,0.64,-1,0,,
B-111-02,Tracker,342765.1997,3312623.599,0,45,3.92,2,,
B-111-02,Bridge,342767.1587,3312623.259,1,0.64,0.6,3,,
B-111-02,Tracker,342765.1997,3312577.841,2,45,3.92,2,,
B-111-02,Bridge,342767.1587,3312577.501,3,0.64,0.6,3,,
B-111-02,Tracker,342765.1997,3312532.083,4,45,3.92,2,,
B-111-02,Dock,342765.1464,3312531.658,5,1.05,0.9,0,Central,South
B-111-02,Tracker,342765.1997,3312486.125,6,45,3.92,2,,
B-111-02,Bridge,342767.1587,3312485.785,7,0.82,0.6,3,,
B-111-02,Tracker,342765.1997,3312455.382,8,30,3.92,2,,
B-112-01,Tracker,342775.9997,3312846.639,0,45,3.92,2,,
B-112-01,Bridge,342777.9587,3312846.299,1,0.64,0.6,3,,
B-112-01,Tracker,342775.9997,3312800.881,2,45,3.92,2,,
B-112-01,Dock,342775.9464,3312800.456,3,0.75,0.9,0,Central,South
B-112-01,Tracker,342775.9997,3312754.923,4,45,3.92,2,,
B-112-01,Bridge,342777.9587,3312754.583,5,0.64,0.6,3,,
B-112-01,Tracker,342775.9997,3312709.165,6,45,3.92,2,,
B-112-01,Bridge,342777.9587,3312708.825,7,0.64,0.6,3,,
B-112-01,Tracker,342775.9997,3312663.407,8,45,3.92,2,,
,Gap,342777.9587,3312663.067,0,0.64,-1,0,,
B-112-02,Tracker,342775.9997,3312617.649,0,45,3.92,2,,
B-112-02,Bridge,342777.9587,3312617.309,1,0.64,0.6,3,,
B-112-02,Tracker,342775.9997,3312571.891,2,45,3.92,2,,
B-112-02,Bridge,342777.9587,3312571.551,3,0.64,0.6,3,,
B-112-02,Tracker,342775.9997,3312526.133,4,45,3.92,2,,
B-112-02,Dock,342775.9464,3312525.693,5,1.05,0.9,0,Central,South
B-112-02,Tracker,342775.9997,3312495.19,6,30,3.92,2,,
B-112-02,Bridge,342777.9587,3312494.85,7,0.82,0.6,3,,
B-112-02,Tracker,342775.9997,3312464.432,8,30,3.92,2,,
B-113-01,Tracker,342786.7997,3312840.689,0,45,3.92,2,,
B-113-01,Bridge,342788.7587,3312840.349,1,0.64,0.6,3,,
B-113-01,Tracker,342786.7997,3312794.931,2,45,3.92,2,,
B-113-01,Dock,342786.7464,3312794.506,3,1.05,0.9,0,Central,South
B-113-01,Tracker,342786.7997,3312748.973,4,45,3.92,2,,
B-113-01,Bridge,342788.7587,3312748.633,5,0.64,0.6,3,,
B-113-01,Tracker,342786.7997,3312703.215,6,45,3.92,2,,
B-113-01,Bridge,342788.7587,3312702.875,7,0.64,0.6,3,,
B-113-01,Tracker,342786.7997,3312657.457,8,45,3.92,2,,
,Gap,342788.7587,3312657.117,0,0.64,-1,0,,
B-113-02,Tracker,342786.7997,3312611.699,0,45,3.92,2,,
B-113-02,Bridge,342788.7587,3312611.359,1,0.64,0.6,3,,
B-113-02,Tracker,342786.7997,3312565.941,2,45,3.92,2,,
B-113-02,Dock,342786.7464,3312565.501,3,1.05,0.9,0,Central,South
B-113-02,Tracker,342786.7997,3312534.998,4,30,3.92,2,,
B-113-02,Bridge,342788.7587,3312534.658,5,0.64,0.6,3,,
B-113-02,Tracker,342786.7997,3312504.24,6,30,3.92,2,,
B-113-02,Bridge,342788.7587,3312503.9,7,0.82,0.6,3,,
B-113-02,Tracker,342786.7997,3312473.482,8,30,3.92,2,,
B-114-01,Tracker,342797.5997,3312834.739,0,45,3.92,2,,
B-114-01,Bridge,342799.5587,3312834.399,1,0.64,0.6,3,,
B-114-01,Tracker,342797.5997,3312788.981,2,45,3.92,2,,
B-114-01,Dock,342797.5464,3312788.556,3,1.05,0.9,0,Central,South
B-114-01,Tracker,342797.5997,3312743.023,4,45,3.92,2,,
B-114-01,Bridge,342799.5587,3312742.683,5,0.64,0.6,3,,
B-114-01,Tracker,342797.5997,3312697.265,6,45,3.92,2,,
B-114-01,Bridge,342799.5587,3312696.925,7,0.64,0.6,3,,
B-114-01,Tracker,342797.5997,3312651.507,8,45,3.92,2,,
,Gap,342799.5587,3312651.167,0,0.64,-1,0,,
B-114-02,Tracker,342797.5997,3312605.749,0,45,3.92,2,,
B-114-02,Bridge,342799.5587,3312605.409,1,0.82,0.6,3,,
B-114-02,Tracker,342797.5997,3312559.791,2,45,3.92,2,,
B-114-02,Dock,342797.5464,3312559.351,3,1.05,0.9,0,Central,South
B-114-02,Tracker,342797.5997,3312528.848,4,30,3.92,2,,
B-114-02,Bridge,342799.5587,3312528.508,5,0.64,0.6,3,,
B-114-02,Tracker,342797.5997,3312498.09,6,30,3.92,2,,
B-115-01,Tracker,342808.3997,3312828.789,0,45,3.92,2,,
B-115-01,Bridge,342810.3587,3312828.449,1,0.64,0.6,3,,
B-115-01,Tracker,342808.3997,3312783.031,2,45,3.92,2,,
B-115-01,Bridge,342810.3587,3312782.691,3,0.82,0.6,3,,
B-115-01,Tracker,342808.3997,3312737.073,4,45,3.92,2,,
B-115-01,Bridge,342810.3587,3312736.733,5,0.64,0.6,3,,
B-115-01,Tracker,342808.3997,3312691.315,6,45,3.92,2,,
B-115-01,Bridge,342810.3587,3312690.975,7,0.64,0.6,3,,
B-115-01,Tracker,342808.3997,3312645.557,8,45,3.92,2,,
,Gap,342810.3587,3312645.217,0,0.64,-1,0,,
B-115-02,Tracker,342808.3997,3312599.799,0,45,3.92,2,,
B-115-02,Dock,342808.3464,3312599.359,1,1.05,0.9,0,Central,South
B-115-02,Tracker,342808.3997,3312568.856,2,30,3.92,2,,
B-115-02,Bridge,342810.3587,3312568.516,3,0.82,0.6,3,,
B-115-02,Tracker,342808.3997,3312538.098,4,30,3.92,2,,
B-116-01,Tracker,342819.1997,3312822.839,0,45,3.92,2,,
B-116-01,Bridge,342821.1587,3312822.499,1,0.64,0.6,3,,
B-116-01,Tracker,342819.1997,3312777.081,2,45,3.92,2,,
B-116-01,Dock,342819.1464,3312776.656,3,0.75,0.9,0,Central,South
B-116-01,Tracker,342819.1997,3312731.123,4,45,3.92,2,,
B-116-01,Bridge,342821.1587,3312730.783,5,0.64,0.6,3,,
B-116-01,Tracker,342819.1997,3312685.365,6,45,3.92,2,,
B-116-01,Bridge,342821.1587,3312685.025,7,0.64,0.6,3,,
B-116-01,Tracker,342819.1997,3312639.607,8,45,3.92,2,,
,Gap,342821.1587,3312639.267,0,0.64,-1,0,,
B-116-02,Tracker,342819.1997,3312593.849,0,45,3.92,2,,
B-116-02,Dock,342819.1464,3312593.409,1,1.05,0.9,0,Central,South
B-116-02,Tracker,342819.1997,3312562.906,2,30,3.92,2,,
B-116-02,Bridge,342821.1587,3312562.566,3,0.82,0.6,3,,
B-116-02,Tracker,342819.1997,3312532.148,4,30,3.92,2,,
B-117-01,Tracker,342829.9997,3312816.889,0,45,3.92,2,,
B-117-01,Bridge,342831.9587,3312816.549,1,0.64,0.6,3,,
B-117-01,Tracker,342829.9997,3312771.131,2,45,3.92,2,,
B-117-01,Bridge,342831.9587,3312770.791,3,0.64,0.6,3,,
B-117-01,Tracker,342829.9997,3312725.373,4,45,3.92,2,,
B-117-01,Dock,342829.9464,3312724.948,5,1.05,0.9,0,Central,South
B-117-01,Tracker,342829.9997,3312679.415,6,45,3.92,2,,
B-117-01,Bridge,342831.9587,3312679.075,7,0.64,0.6,3,,
B-117-01,Tracker,342829.9997,3312633.657,8,45,3.92,2,,
B-117-01,Bridge,342831.9587,3312633.317,9,0.82,0.6,3,,
B-117-01,Tracker,342829.9997,3312602.914,10,30,3.92,2,,
B-117-01,Bridge,342831.9587,3312602.574,11,0.82,0.6,3,,
B-117-01,Tracker,342829.9997,3312572.156,12,30,3.92,2,,
B-117-01,Bridge,342831.9587,3312571.816,13,0.64,0.6,3,,
B-117-01,Tracker,342829.9997,3312541.398,14,30,3.92,2,,
B-118-01,Tracker,342840.7997,3312810.939,0,45,3.92,2,,
B-118-01,Bridge,342842.7587,3312810.599,1,0.64,0.6,3,,
B-118-01,Tracker,342840.7997,3312765.181,2,45,3.92,2,,
B-118-01,Bridge,342842.7587,3312764.841,3,0.64,0.6,3,,
B-118-01,Tracker,342840.7997,3312719.423,4,45,3.92,2,,
B-118-01,Dock,342840.7464,3312718.998,5,1.05,0.9,0,Central,South
B-118-01,Tracker,342840.7997,3312673.465,6,45,3.92,2,,
B-118-01,Bridge,342842.7587,3312673.125,7,0.64,0.6,3,,
B-118-01,Tracker,342840.7997,3312627.707,8,45,3.92,2,,
B-118-01,Bridge,342842.7587,3312627.367,9,0.64,0.6,3,,
B-118-01,Tracker,342840.7997,3312596.964,10,30,3.92,2,,
B-118-01,Bridge,342842.7587,3312596.624,11,0.64,0.6,3,,
B-118-01,Tracker,342840.7997,3312566.206,12,30,3.92,2,,
B-119-01,Tracker,342851.5997,3312804.989,0,45,3.92,2,,
B-119-01,Bridge,342853.5587,3312804.649,1,0.64,0.6,3,,
B-119-01,Tracker,342851.5997,3312759.231,2,45,3.92,2,,
B-119-01,Bridge,342853.5587,3312758.891,3,0.64,0.6,3,,
B-119-01,Tracker,342851.5997,3312713.473,4,45,3.92,2,,
B-119-01,Dock,342851.5464,3312713.048,5,0.75,0.9,0,Central,South
B-119-01,Tracker,342851.5997,3312667.515,6,45,3.92,2,,
B-119-01,Bridge,342853.5587,3312667.175,7,0.64,0.6,3,,
B-119-01,Tracker,342851.5997,3312636.772,8,30,3.92,2,,
B-119-01,Bridge,342853.5587,3312636.432,9,0.64,0.6,3,,
B-119-01,Tracker,342851.5997,3312606.014,10,30,3.92,2,,
B-119-01,Bridge,342853.5587,3312605.674,11,0.64,0.6,3,,
B-119-01,Tracker,342851.5997,3312575.256,12,30,3.92,2,,
B-120-01,Tracker,342862.3997,3312799.039,0,45,3.92,2,,
