Row,Entity,Position X,Position Y,id,length(M),width(M),"type(B=3,D=1,T=2)",parking_type,parking_side
B-041-02,Tracker,342009.1997,3312856.874,8,45,3.92,2,,
B-041-02,Bridge,342011.1587,3312856.534,9,0.64,0.6,3,,
B-041-02,Tracker,342009.1997,3312811.116,10,45,3.92,2,,
,Gap,342011.1587,3312810.776,0,0.64,-1,0,,
B-041-03,Tracker,342009.1997,3312765.358,0,45,3.92,2,,
B-041-03,Bridge,342011.1587,3312765.018,1,0.64,0.6,3,,
B-041-03,Tracker,342009.1997,3312719.6,2,45,3.92,2,,
B-041-03,Bridge,342011.1587,3312719.26,3,0.64,0.6,3,,
B-041-03,Tracker,342009.1997,3312673.842,4,45,3.92,2,,
B-041-03,Dock,342009.1464,3312673.417,5,1.05,0.9,0,Central,South
B-041-03,Tracker,342009.1997,3312627.884,6,45,3.92,2,,
B-041-03,Bridge,342011.1587,3312627.544,7,0.64,0.6,3,,
B-041-03,Tracker,342009.1997,3312582.126,8,45,3.92,2,,
B-042-01,Tracker,342019.9997,3313386.193,0,30,3.92,2,,
B-042-01,Bridge,342021.9587,3313385.853,1,0.82,0.6,3,,
B-042-01,Tracker,342019.9997,3313355.435,2,30,3.92,2,,
B-042-01,Bridge,342021.9587,3313355.095,3,0.82,0.6,3,,
B-042-01,Tracker,342019.9997,3313324.677,4,30,3.92,2,,
B-042-01,Bridge,342021.9587,3313324.337,5,0.82,0.6,3,,
B-042-01,Tracker,342019.9997,3313293.919,6,30,3.92,2,,
B-042-01,Bridge,342021.9587,3313293.579,7,0.64,0.6,3,,
B-042-01,Bridge,342019.9168,3313264.426,8,0.64,0.6,3,,
B-042-01,Tracker,342019.9997,3313263.161,9,30,3.92,2,,
B-042-01,Tracker,342019.9997,3313217.388,10,45,3.92,2,,
B-042-01,Dock,342019.9464,3313216.963,11,1.05,0.9,0,Central,South
B-042-01,Tracker,342019.9997,3313171.43,12,45,3.92,2,,
,Gap,342021.9587,3313171.09,0,0.64,-1,0,,
B-042-02,Tracker,342019.9997,3313125.672,0,45,3.92,2,,
B-042-02,Bridge,342021.9587,3313125.332,1,0.64,0.6,3,,
B-042-02,Tracker,342019.9997,3313079.914,2,45,3.92,2,,
B-042-02,Bridge,342021.9587,3313079.574,3,0.64,0.6,3,,
B-042-02,Tracker,342019.9997,3313034.156,4,45,3.92,2,,
B-042-02,Bridge,342021.9587,3313033.816,5,0.64,0.6,3,,
B-042-02,Tracker,342019.9997,3312988.398,6,45,3.92,2,,
B-042-02,Bridge,342021.9587,3312988.058,7,0.64,0.6,3,,
B-042-02,Tracker,342019.9997,3312942.64,8,45,3.92,2,,
B-042-02,Dock,342019.9464,3312942.215,9,1.05,0.9,0,Central,South
B-042-02,Tracker,342019.9997,3312896.682,10,45,3.92,2,,
B-042-02,Bridge,342021.9587,3312896.342,11,0.64,0.6,3,,
B-042-02,Tracker,342019.9997,3312850.924,12,45,3.92,2,,
B-042-02,Bridge,342021.9587,3312850.584,13,0.64,0.6,3,,
B-042-02,Tracker,342019.9997,3312805.166,14,45,3.92,2,,
,Gap,342021.9587,3312804.826,0,0.64,-1,0,,
B-042-03,Tracker,342019.9997,3312759.408,0,45,3.92,2,,
B-042-03,Bridge,342021.9587,3312759.068,1,0.64,0.6,3,,
B-042-03,Tracker,342019.9997,3312713.65,2,45,3.92,2,,
B-042-03,Bridge,342021.9587,3312713.31,3,0.64,0.6,3,,
B-042-03,Tracker,342019.9997,3312667.892,4,45,3.92,2,,
B-042-03,Bridge,342021.9587,3312667.552,5,0.82,0.6,3,,
B-042-03,Tracker,342019.9997,3312621.934,6,45,3.92,2,,
B-042-03,Bridge,342021.9587,3312621.594,7,0.64,0.6,3,,
B-042-03,Dock,342019.9464,3312576.631,8,1.02,0.9,1,Edge,South
B-042-03,Tracker,342019.9997,3312576.176,9,45,3.92,2,,
B-043-01,Bridge,342032.7587,3313410.661,0,0.64,0.6,3,,
B-043-01,Tracker,342030.7997,3313380.243,1,30,3.92,2,,
B-043-01,Bridge,342032.7587,3313379.903,2,0.64,0.6,3,,
B-043-01,Tracker,342030.7997,3313349.485,3,30,3.92,2,,
B-043-01,Bridge,342032.7587,3313349.145,4,0.64,0.6,3,,
B-043-01,Tracker,342030.7997,3313318.727,5,30,3.92,2,,
B-043-01,Bridge,342032.7587,3313318.387,6,0.64,0.6,3,,
B-043-01,Tracker,342030.7997,3313287.969,7,30,3.92,2,,
B-043-01,Bridge,342032.7587,3313287.629,8,0.82,0.6,3,,
B-043-01,Tracker,342030.7997,3313257.211,9,30,3.92,2,,
B-043-01,Bridge,342032.0172,3313256.051,10,0.64,0.6,3,,
B-043-01,Tracker,342030.7997,3313211.438,11,45,3.92,2,,
B-043-01,Dock,342030.7464,3313211.013,12,1.05,0.9,0,Central,South
B-043-01,Tracker,342030.7997,3313165.48,13,45,3.92,2,,
B-043-01,Bridge,342032.7587,3313165.14,14,0.64,0.6,3,,
B-043-01,Tracker,342030.7997,3313119.722,15,45,3.92,2,,
,Gap,342032.7587,3313119.382,0,0.64,-1,0,,
B-043-02,Tracker,342030.7997,3313073.964,0,45,3.92,2,,
B-043-02,Bridge,342032.7587,3313073.624,1,0.64,0.6,3,,
B-043-02,Tracker,342030.7997,3313028.206,2,45,3.92,2,,
B-043-02,Bridge,342032.7587,3313027.866,3,0.64,0.6,3,,
B-043-02,Tracker,342030.7997,3312982.448,4,45,3.92,2,,
B-043-02,Bridge,342032.7587,3312982.108,5,0.64,0.6,3,,
B-043-02,Tracker,342030.7997,3312936.69,6,45,3.92,2,,
B-043-02,Dock,342030.7464,3312936.265,7,1.05,0.9,0,Central,South
B-043-02,Tracker,342030.7997,3312890.732,8,45,3.92,2,,
B-043-02,Bridge,342032.7587,3312890.392,9,0.64,0.6,3,,
B-043-02,Tracker,342030.7997,3312844.974,10,45,3.92,2,,
B-043-02,Bridge,342032.7587,3312844.634,11,0.64,0.6,3,,
B-043-02,Tracker,342030.7997,3312799.216,12,45,3.92,2,,
B-043-02,Bridge,342032.7587,3312798.876,13,0.64,0.6,3,,
B-043-02,Tracker,342030.7997,3312753.458,14,45,3.92,2,,
,Gap,342032.7587,3312753.118,0,0.64,-1,0,,
B-043-03,Tracker,342030.7997,3312707.7,0,45,3.92,2,,
B-043-03,Bridge,342032.7587,3312707.36,1,0.64,0.6,3,,
B-043-03,Tracker,342030.7997,3312661.942,2,45,3.92,2,,
B-043-03,Dock,342030.7464,3312661.517,3,1.05,0.9,0,Central,South
B-043-03,Tracker,342030.7997,3312615.984,4,45,3.92,2,,
B-043-03,Bridge,342032.7587,3312615.644,5,0.64,0.6,3,,
B-043-03,Tracker,342030.7997,3312570.226,6,45,3.92,2,,
B-044-01,Tracker,342041.5997,3313389.293,0,30,3.92,2,,
B-044-01,Bridge,342043.5587,3313388.953,1,0.64,0.6,3,,
B-044-01,Tracker,342041.5997,3313358.535,2,30,3.92,2,,
B-044-01,Bridge,342043.5587,3313358.195,3,0.64,0.6,3,,
B-044-01,Tracker,342041.5997,3313312.762,4,45,3.92,2,,
B-044-01,Bridge,342043.5587,3313312.422,5,0.64,0.6,3,,
B-044-01,Tracker,342041.5997,3313282.019,6,30,3.92,2,,
B-044-01,Bridge,342043.5587,3313281.679,7,0.64,0.6,3,,
B-044-01,Bridge,342043.6004,3313252.332,8,0.64,0.6,3,,
B-044-01,Tracker,342041.5997,3313251.261,9,30,3.92,2,,
B-044-01,Tracker,342041.5997,3313205.488,10,45,3.92,2,,
B-044-01,Dock,342041.5464,3313205.063,11,1.05,0.9,0,Central,South
B-044-01,Tracker,342041.5997,3313159.53,12,45,3.92,2,,
,Gap,342043.5587,3313159.19,0,0.64,-1,0,,
B-044-02,Tracker,342041.5997,3313113.772,0,45,3.92,2,,
B-044-02,Bridge,342043.5587,3313113.432,1,0.64,0.6,3,,
B-044-02,Tracker,342041.5997,3313068.014,2,45,3.92,2,,
B-044-02,Bridge,342043.5587,3313067.674,3,0.64,0.6,3,,
B-044-02,Tracker,342041.5997,3313022.256,4,45,3.92,2,,
B-044-02,Bridge,342043.5587,3313021.916,5,0.64,0.6,3,,
B-044-02,Tracker,342041.5997,3312976.498,6,45,3.92,2,,
B-044-02,Bridge,342043.5587,3312976.158,7,0.82,0.6,3,,
B-044-02,Tracker,342041.5997,3312930.74,8,45,3.92,2,,
B-044-02,Dock,342041.5464,3312930.315,9,0.75,0.9,0,Central,South
B-044-02,Tracker,342041.5997,3312884.782,10,45,3.92,2,,
B-044-02,Bridge,342043.5587,3312884.442,11,0.64,0.6,3,,
B-044-02,Tracker,342041.5997,3312839.024,12,45,3.92,2,,
B-044-02,Bridge,342043.5587,3312838.684,13,0.64,0.6,3,,
B-044-02,Tracker,342041.5997,3312793.266,14,45,3.92,2,,
,Gap,342043.5587,3312792.926,0,0.64,-1,0,,
B-044-03,Tracker,342041.5997,3312747.508,0,45,3.92,2,,
B-044-03,Bridge,342043.5587,3312747.168,1,0.64,0.6,3,,
B-044-03,Tracker,342041.5997,3312701.75,2,45,3.92,2,,
B-044-03,Bridge,342043.5587,3312701.41,3,0.64,0.6,3,,
B-044-03,Tracker,342041.5997,3312655.992,4,45,3.92,2,,
B-044-03,Dock,342041.5464,3312655.567,5,1.05,0.9,0,Central,South
B-044-03,Tracker,342041.5997,3312610.034,6,45,3.92,2,,
B-044-03,Bridge,342043.5587,3312609.694,7,0.64,0.6,3,,
B-044-03,Tracker,342041.5997,3312564.276,8,45,3.92,2,,
B-045-01,Tracker,342052.3997,3313261.069,0,30,3.92,2,,
B-045-01,Bridge,342054.3587,3313260.729,1,0.64,0.6,3,,
B-045-01,Tracker,342052.3997,3313230.311,2,30,3.92,2,,
B-045-01,Bridge,342054.3587,3313229.971,3,0.82,0.6,3,,
B-045-01,Tracker,342052.3997,3313199.553,4,30,3.92,2,,
B-045-01,Dock,342052.3464,3313199.113,5,0.75,0.9,0,Central,South
B-045-01,Tracker,342052.3997,3313153.58,6,45,3.92,2,,
B-045-01,Bridge,342054.3587,3313153.24,7,0.64,0.6,3,,
B-045-01,Tracker,342052.3997,3313107.822,8,45,3.92,2,,
B-045-01,Bridge,342054.3587,3313107.482,9,0.64,0.6,3,,
B-045-01,Tracker,342052.3997,3313062.064,10,45,3.92,2,,
,Gap,342054.3587,3313061.724,0,0.64,-1,0,,
B-045-02,Tracker,342052.3997,3313016.306,0,45,3.92,2,,
B-045-02,Bridge,342054.3587,3313015.966,1,0.64,0.6,3,,
B-045-02,Tracker,342052.3997,3312970.548,2,45,3.92,2,,
B-045-02,Bridge,342054.3587,3312970.208,3,0.64,0.6,3,,
B-045-02,Tracker,342052.3997,3312924.79,4,45,3.92,2,,
B-045-02,Dock,342052.3464,3312924.365,5,1.05,0.9,0,Central,South
B-045-02,Tracker,342052.3997,3312878.832,6,45,3.92,2,,
B-045-02,Bridge,342054.3587,3312878.492,7,0.64,0.6,3,,
B-045-02,Tracker,342052.3997,3312833.074,8,45,3.92,2,,
B-045-02,Bridge,342054.3587,3312832.734,9,0.64,0.6,3,,
B-045-02,Tracker,342052.3997,3312787.316,10,45,3.92,2,,
,Gap,342054.3587,3312786.976,0,0.64,-1,0,,
B-045-03,Tracker,342052.3997,3312741.558,0,45,3.92,2,,
B-045-03,Bridge,342054.3587,3312741.218,1,0.64,0.6,3,,
B-045-03,Tracker,342052.3997,3312695.8,2,45,3.92,2,,
B-045-03,Bridge,342054.3587,3312695.46,3,0.64,0.6,3,,
B-045-03,Tracker,342052.3997,3312650.042,4,45,3.92,2,,
B-045-03,Dock,342052.3464,3312649.617,5,1.05,0.9,0,Central,South
B-045-03,Tracker,342052.3997,3312604.084,6,45,3.92,2,,
B-045-03,Bridge,342054.3587,3312603.744,7,0.64,0.6,3,,
B-045-03,Tracker,342052.3997,3312558.326,8,45,3.92,2,,
B-046-01,Tracker,342063.1997,3313255.119,0,30,3.92,2,,
B-046-01,Bridge,342065.1587,3313254.779,1,0.64,0.6,3,,
B-046-01,Tracker,342063.1997,3313224.361,2,30,3.92,2,,
B-046-01,Bridge,342065.1587,3313224.021,3,0.82,0.6,3,,
B-046-01,Tracker,342063.1997,3313193.603,4,30,3.92,2,,
B-046-01,Dock,342063.1464,3313193.163,5,0.75,0.9,0,Central,South
B-046-01,Tracker,342063.1997,3313147.63,6,45,3.92,2,,
B-046-01,Bridge,342065.1587,3313147.29,7,0.64,0.6,3,,
B-046-01,Tracker,342063.1997,3313101.872,8,45,3.92,2,,
B-046-01,Bridge,342065.1587,3313101.532,9,0.64,0.6,3,,
B-046-01,Tracker,342063.1997,3313056.114,10,45,3.92,2,,
,Gap,342065.1587,3313055.774,0,0.64,-1,0,,
B-046-02,Tracker,342063.1997,3313010.356,0,45,3.92,2,,
B-046-02,Bridge,342065.1587,3313010.016,1,0.64,0.6,3,,
B-046-02,Tracker,342063.1997,3312964.598,2,45,3.92,2,,
B-046-02,Bridge,342065.1587,3312964.258,3,0.64,0.6,3,,
B-046-02,Tracker,342063.1997,3312918.84,4,45,3.92,2,,
B-046-02,Dock,342063.1464,3312918.415,5,1.05,0.9,0,Central,South
B-046-02,Tracker,342063.1997,3312872.882,6,45,3.92,2,,
B-046-02,Bridge,342065.1587,3312872.542,7,0.64,0.6,3,,
B-046-02,Tracker,342063.1997,3312827.124,8,45,3.92,2,,
B-047-01,Tracker,342073.9997,3313249.168,0,30,3.92,2,,
B-047-01,Bridge,342075.9587,3313248.828,1,0.82,0.6,3,,
B-047-01,Tracker,342073.9997,3313218.41,2,30,3.92,2,,
B-047-01,Bridge,342075.9587,3313218.07,3,0.82,0.6,3,,
B-047-01,Tracker,342073.9997,3313187.652,4,30,3.92,2,,
B-047-01,Dock,342073.9464,3313187.212,5,1.05,0.9,0,Central,South
B-047-01,Tracker,342073.9997,3313141.679,6,45,3.92,2,,
B-047-01,Bridge,342075.9587,3313141.339,7,0.64,0.6,3,,
B-047-01,Tracker,342073.9997,3313095.921,8,45,3.92,2,,
B-047-01,Bridge,342075.9587,3313095.581,9,0.64,0.6,3,,
B-047-01,Tracker,342073.9997,3313050.163,10,45,3.92,2,,
,Gap,342075.9587,3313049.823,0,0.64,-1,0,,
B-047-02,Tracker,342073.9997,3313004.405,0,45,3.92,2,,
B-047-02,Bridge,342075.9587,3313004.065,1,0.64,0.6,3,,
B-047-02,Tracker,342073.9997,3312958.647,2,45,3.92,2,,
B-047-02,Bridge,342075.9587,3312958.307,3,0.64,0.6,3,,
B-047-02,Tracker,342073.9997,3312912.889,4,45,3.92,2,,
B-047-02,Dock,342073.9464,3312912.464,5,1.05,0.9,0,Central,South
B-047-02,Tracker,342073.9997,3312866.931,6,45,3.92,2,,
B-047-02,Bridge,342075.9587,3312866.591,7,0.64,0.6,3,,
B-047-02,Tracker,342073.9997,3312821.173,8,45,3.92,2,,
B-047-02,Bridge,342075.9587,3312820.833,9,0.64,0.6,3,,
B-047-02,Tracker,342073.9997,3312775.415,10,45,3.92,2,,
,Gap,342075.9587,3312775.075,0,0.64,-1,0,,
B-047-03,Tracker,342073.9997,3312729.657,0,45,3.92,2,,
B-047-03,Bridge,342075.9587,3312729.317,1,0.64,0.6,3,,
B-047-03,Tracker,342073.9997,3312683.899,2,45,3.92,2,,
B-047-03,Bridge,342075.9587,3312683.559,3,0.64,0.6,3,,
B-047-03,Tracker,342073.9997,3312638.141,4,45,3.92,2,,
B-047-03,Dock,342073.9464,3312637.701,5,1.05,0.9,0,Central,South
B-047-03,Tracker,342073.9997,3312607.198,6,30,3.92,2,,
B-047-03,Bridge,342075.9587,3312606.858,7,0.82,0.6,3,,
B-047-03,Tracker,342073.9997,3312576.44,8,30,3.92,2,,
B-047-03,Bridge,342075.9587,3312576.1,9,0.82,0.6,3,,
B-047-03,Tracker,342073.9997,3312545.682,10,30,3.92,2,,
B-048-01,Tracker,342084.7997,3313243.218,0,30,3.92,2,,
B-048-01,Bridge,342086.7587,3313242.878,1,0.82,0.6,3,,
B-048-01,Tracker,342084.7997,3313212.46,2,30,3.92,2,,
B-048-01,Bridge,342086.7587,3313212.12,3,0.64,0.6,3,,
B-048-01,Tracker,342084.7997,3313181.702,4,30,3.92,2,,
B-048-01,Dock,342084.7464,3313181.262,5,1.05,0.9,0,Central,South
B-048-01,Tracker,342084.7997,3313135.729,6,45,3.92,2,,
B-048-01,Bridge,342086.7587,3313135.389,7,0.64,0.6,3,,
B-048-01,Tracker,342084.7997,3313089.971,8,45,3.92,2,,
B-048-01,Bridge,342086.7587,3313089.631,9,0.64,0.6,3,,
B-048-01,Tracker,342084.7997,3313044.213,10,45,3.92,2,,
,Gap,342086.7587,3313043.873,0,0.64,-1,0,,
B-048-02,Tracker,342084.7997,3312998.455,0,45,3.92,2,,
B-048-02,Bridge,342086.7587,3312998.115,1,0.64,0.6,3,,
B-048-02,Tracker,342084.7997,3312952.697,2,45,3.92,2,,
B-048-02,Bridge,342086.7587,3312952.357,3,0.64,0.6,3,,
B-048-02,Tracker,342084.7997,3312906.939,4,45,3.92,2,,
B-048-02,Dock,342084.7464,3312906.514,5,0.75,0.9,0,Central,South
B-048-02,Tracker,342084.7997,3312860.981,6,45,3.92,2,,
B-048-02,Bridge,342086.7587,3312860.641,7,0.64,0.6,3,,
B-048-02,Tracker,342084.7997,3312815.223,8,45,3.92,2,,
B-048-02,Bridge,342086.7587,3312814.883,9,0.64,0.6,3,,
B-048-02,Tracker,342084.7997,3312769.465,10,45,3.92,2,,
,Gap,342086.7587,3312769.125,0,0.64,-1,0,,
B-048-03,Tracker,342084.7997,3312723.707,0,45,3.92,2,,
B-048-03,Bridge,342086.7587,3312723.367,1,0.64,0.6,3,,
B-048-03,Tracker,342084.7997,3312677.949,2,45,3.92,2,,
B-048-03,Bridge,342086.7587,3312677.609,3,0.64,0.6,3,,
B-048-03,Tracker,342084.7997,3312632.191,4,45,3.92,2,,
B-048-03,Dock,342084.7464,3312631.751,5,1.05,0.9,0,Central,South
B-048-03,Tracker,342084.7997,3312601.248,6,30,3.92,2,,
B-048-03,Bridge,342086.7587,3312600.908,7,0.64,0.6,3,,
B-048-03,Tracker,342084.7997,3312570.49,8,30,3.92,2,,
B-048-03,Bridge,342086.7587,3312570.15,9,0.64,0.6,3,,
B-048-03,Tracker,342084.7997,3312539.732,10,30,3.92,2,,
B-049-01,Tracker,342095.5997,3313237.268,0,30,3.92,2,,
B-049-01,Bridge,342097.5587,3313236.928,1,0.64,0.6,3,,
B-049-01,Tracker,342095.5997,3313206.51,2,30,3.92,2,,
B-049-01,Bridge,342097.5587,3313206.17,3,0.64,0.6,3,,
B-049-01,Tracker,342095.5997,3313175.752,4,30,3.92,2,,
B-049-01,Dock,342095.5464,3313175.312,5,1.05,0.9,0,Central,South
B-049-01,Tracker,342095.5997,3313129.779,6,45,3.92,2,,
B-049-01,Bridge,342097.5587,3313129.439,7,0.64,0.6,3,,
B-049-01,Tracker,342095.5997,3313084.021,8,45,3.92,2,,
B-049-01,Bridge,342097.5587,3313083.681,9,0.64,0.6,3,,
B-049-01,Tracker,342095.5997,3313038.263,10,45,3.92,2,,
,Gap,342097.5587,3313037.923,0,0.64,-1,0,,
B-049-02,Tracker,342095.5997,3312992.505,0,45,3.92,2,,
B-049-02,Bridge,342097.5587,3312992.165,1,0.64,0.6,3,,
B-049-02,Tracker,342095.5997,3312946.747,2,45,3.92,2,,
B-049-02,Bridge,342097.5587,3312946.407,3,0.64,0.6,3,,
B-049-02,Tracker,342095.5997,3312900.989,4,45,3.92,2,,
B-049-02,Dock,342095.5464,3312900.564,5,1.05,0.9,0,Central,South
B-049-02,Tracker,342095.5997,3312855.031,6,45,3.92,2,,
B-049-02,Bridge,342097.5587,3312854.691,7,0.64,0.6,3,,
B-049-02,Tracker,342095.5997,3312809.273,8,45,3.92,2,,
B-049-02,Bridge,342097.5587,3312808.933,9,0.64,0.6,3,,
B-049-02,Tracker,342095.5997,3312763.515,10,45,3.92,2,,
,Gap,342097.5587,3312763.175,0,0.64,-1,0,,
B-049-03,Tracker,342095.5997,3312717.757,0,45,3.92,2,,
B-049-03,Bridge,342097.5587,3312717.417,1,0.64,0.6,3,,
B-049-03,Tracker,342095.5997,3312671.999,2,45,3.92,2,,
B-049-03,Bridge,342097.5587,3312671.659,3,0.64,0.6,3,,
B-049-03,Tracker,342095.5997,3312626.241,4,45,3.92,2,,
B-049-03,Dock,342095.5464,3312625.816,5,1.05,0.9,0,Central,South
B-049-03,Tracker,342095.5997,3312580.283,6,45,3.92,2,,
B-049-03,Bridge,342097.5587,3312579.943,7,0.64,0.6,3,,
B-049-03,Tracker,342095.5997,3312534.525,8,45,3.92,2,,
B-050-01,Tracker,342106.3997,3313231.318,0,30,3.92,2,,
B-050-01,Bridge,342108.3587,3313230.978,1,0.64,0.6,3,,
B-050-01,Tracker,342106.3997,3313200.56,2,30,3.92,2,,
B-050-01,Bridge,342108.3587,3313200.22,3,0.64,0.6,3,,
B-050-01,Tracker,342106.3997,3313169.802,4,30,3.92,2,,
B-050-01,Dock,342106.3464,3313169.362,5,1.05,0.9,0,Central,South
B-050-01,Tracker,342106.3997,3313123.829,6,45,3.92,2,,
B-050-01,Bridge,342108.3587,3313123.489,7,0.64,0.6,3,,
B-050-01,Tracker,342106.3997,3313078.071,8,45,3.92,2,,
B-050-01,Bridge,342108.3587,3313077.731,9,0.64,0.6,3,,
B-050-01,Tracker,342106.3997,3313032.313,10,45,3.92,2,,
,Gap,342108.3587,3313031.973,0,0.64,-1,0,,
B-050-02,Tracker,342106.3997,3312986.555,0,45,3.92,2,,
B-050-02,Bridge,342108.3587,3312986.215,1,0.64,0.6,3,,
B-050-02,Tracker,342106.3997,3312940.797,2,45,3.92,2,,
B-050-02,Bridge,342108.3587,3312940.457,3,0.64,0.6,3,,
B-050-02,Tracker,342106.3997,3312895.039,4,45,3.92,2,,
B-050-02,Dock,342106.3464,3312894.614,5,1.05,0.9,0,Central,South
B-050-02,Tracker,342106.3997,3312849.081,6,45,3.92,2,,
B-050-02,Bridge,342108.3587,3312848.741,7,0.64,0.6,3,,
B-050-02,Tracker,342106.3997,3312803.323,8,45,3.92,2,,
B-050-02,Bridge,342108.3587,3312802.983,9,0.64,0.6,3,,
B-050-02,Tracker,342106.3997,3312757.565,10,45,3.92,2,,
,Gap,342108.3587,3312757.225,0,0.64,-1,0,,
B-050-03,Tracker,342106.3997,3312711.807,0,45,3.92,2,,
B-050-03,Bridge,342108.3587,3312711.467,1,0.64,0.6,3,,
B-050-03,Tracker,342106.3997,3312666.049,2,45,3.92,2,,
B-050-03,Bridge,342108.3587,3312665.709,3,0.64,0.6,3,,
B-050-03,Tracker,342106.3997,3312620.291,4,45,3.92,2,,
B-050-03,Dock,342106.3464,3312619.866,5,1.05,0.9,0,Central,South
B-050-03,Tracker,342106.3997,3312574.333,6,45,3.92,2,,
B-050-03,Bridge,342108.3587,3312573.993,7,0.64,0.6,3,,
B-050-03,Tracker,342106.3997,3312528.575,8,45,3.92,2,,
B-051-01,Tracker,342117.1997,3313225.368,0,30,3.92,2,,
B-051-01,Bridge,342119.1587,3313225.028,1,0.64,0.6,3,,
B-051-01,Tracker,342117.1997,3313194.61,2,30,3.92,2,,
B-051-01,Bridge,342119.1587,3313194.27,3,0.82,0.6,3,,
B-051-01,Tracker,342117.1997,3313163.852,4,30,3.92,2,,
B-051-01,Dock,342117.1464,3313163.412,5,1.05,0.9,0,Central,South
B-051-01,Tracker,342117.1997,3313117.879,6,45,3.92,2,,
B-051-01,Bridge,342119.1587,3313117.539,7,0.64,0.6,3,,
B-051-01,Tracker,342117.1997,3313072.121,8,45,3.92,2,,
B-051-01,Bridge,342119.1587,3313071.781,9,0.64,0.6,3,,
B-051-01,Tracker,342117.1997,3313026.363,10,45,3.92,2,,
,Gap,342119.1587,3313026.023,0,0.64,-1,0,,
B-051-02,Tracker,342117.1997,3312980.605,0,45,3.92,2,,
B-051-02,Bridge,342119.1587,3312980.265,1,0.64,0.6,3,,
B-051-02,Tracker,342117.1997,3312934.847,2,45,3.92,2,,
B-051-02,Bridge,342119.1587,3312934.507,3,0.64,0.6,3,,
B-051-02,Tracker,342117.1997,3312889.089,4,45,3.92,2,,
B-051-02,Dock,342117.1464,3312888.664,5,1.05,0.9,0,Central,South
B-051-02,Tracker,342117.1997,3312843.131,6,45,3.92,2,,
B-051-02,Bridge,342119.1587,3312842.791,7,0.64,0.6,3,,
B-051-02,Tracker,342117.1997,3312797.373,8,45,3.92,2,,
B-051-02,Bridge,342119.1587,3312797.033,9,0.64,0.6,3,,
B-051-02,Tracker,342117.1997,3312751.615,10,45,3.92,2,,
,Gap,342119.1587,3312751.275,0,0.64,-1,0,,
B-051-03,Tracker,342117.1997,3312705.857,0,45,3.92,2,,
B-051-03,Bridge,342119.1587,3312705.517,1,0.64,0.6,3,,
B-051-03,Tracker,342117.1997,3312660.099,2,45,3.92,2,,
B-051-03,Bridge,342119.1587,3312659.759,3,0.64,0.6,3,,
B-051-03,Tracker,342117.1997,3312614.341,4,45,3.92,2,,
B-051-03,Dock,342117.1464,3312613.916,5,0.75,0.9,0,Central,South
B-051-03,Tracker,342117.1997,3312568.383,6,45,3.92,2,,
B-051-03,Bridge,342119.1587,3312568.043,7,0.64,0.6,3,,
B-051-03,Tracker,342117.1997,3312522.625,8,45,3.92,2,,
B-052-01,Tracker,342127.9997,3313219.418,0,30,3.92,2,,
B-052-01,Bridge,342129.9587,3313219.078,1,0.82,0.6,3,,
B-052-01,Tracker,342127.9997,3313188.66,2,30,3.92,2,,
B-052-01,Bridge,342129.9587,3313188.32,3,0.82,0.6,3,,
B-052-01,Tracker,342127.9997,3313157.902,4,30,3.92,2,,
B-052-01,Dock,342127.9464,3313157.462,5,1.05,0.9,0,Central,South
B-052-01,Tracker,342127.9997,3313111.929,6,45,3.92,2,,
B-052-01,Bridge,342129.9587,3313111.589,7,0.64,0.6,3,,
B-052-01,Tracker,342127.9997,3313066.171,8,45,3.92,2,,
B-052-01,Bridge,342129.9587,3313065.831,9,0.64,0.6,3,,
B-052-01,Tracker,342127.9997,3313020.413,10,45,3.92,2,,
,Gap,342129.9587,3313020.073,0,0.64,-1,0,,
B-052-02,Tracker,342127.9997,3312974.655,0,45,3.92,2,,
B-052-02,Bridge,342129.9587,3312974.315,1,0.64,0.6,3,,
B-052-02,Tracker,342127.9997,3312928.897,2,45,3.92,2,,
B-052-02,Bridge,342129.9587,3312928.557,3,0.64,0.6,3,,
B-052-02,Tracker,342127.9997,3312883.139,4,45,3.92,2,,
B-052-02,Dock,342127.9464,3312882.714,5,1.05,0.9,0,Central,South
B-052-02,Tracker,342127.9997,3312837.181,6,45,3.92,2,,
B-052-02,Bridge,342129.9587,3312836.841,7,0.64,0.6,3,,
B-052-02,Tracker,342127.9997,3312791.423,8,45,3.92,2,,
B-052-02,Bridge,342129.9587,3312791.083,9,0.64,0.6,3,,
B-052-02,Tracker,342127.9997,3312745.665,10,45,3.92,2,,
,Gap,342129.9587,3312745.325,0,0.64,-1,0,,
B-052-03,Tracker,342127.9997,3312699.907,0,45,3.92,2,,
B-052-03,Bridge,342129.9587,3312699.567,1,0.64,0.6,3,,
B-052-03,Tracker,342127.9997,3312654.149,2,45,3.92,2,,
B-052-03,Bridge,342129.9587,3312653.809,3,0.64,0.6,3,,
B-052-03,Tracker,342127.9997,3312608.391,4,45,3.92,2,,
B-052-03,Dock,342127.9464,3312607.966,5,1.05,0.9,0,Central,South
B-052-03,Tracker,342127.9997,3312562.433,6,45,3.92,2,,
B-052-03,Bridge,342129.9587,3312562.093,7,0.64,0.6,3,,
B-052-03,Tracker,342127.9997,3312516.675,8,45,3.92,2,,
B-053-01,Tracker,342138.7997,3313213.468,0,30,3.92,2,,
B-053-01,Bridge,342140.7587,3313213.128,1,0.64,0.6,3,,
